title,x,y,1000.57,1001.27,1001.98,1002.68,1003.38,1004.09,1004.79,1005.5,1006.2,1006.9,1007.6,1008.31,1009.01,1009.71,1010.41,1011.12,1011.82,1012.52,1013.22,1013.93,1014.63,1015.33,1016.03,1016.73,1017.43,1018.13,1018.83,1019.54,1020.24,1020.94,1021.64,1022.34,1023.04,1023.74,1024.44,1025.14,1025.84,1026.54,1027.24,1027.94,1028.63
title,1,0,116,113.667,108,118.667,115.667,124.333,136,123,132.333,122.333,120,125,122.667,128.333,147.667,162.667,157,180.667,195,229.667,251.333,260,279,267.667,270.333,251,232,211.667,188,158.667,150.667,148.333,131.333,121.667,130.667,126.667,128,121.667,122.333,122.333,120.333
title,0,0,132,132.667,116.667,119.667,123,142,143.667,138.333,127,127.333,137.667,138.667,137.667,129.667,148.667,153.667,169.667,179.333,218.667,259,269.667,291,294,296.667,298.667,276.667,234.333,219.667,205.333,172,173.333,144,136.667,125,130.667,142.667,129.667,133,125.333,126.667,132.667
